PdfType: error
Format: lhagrid1
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-3 -2 -1 1 2 3 21
9.97801540e-01 7.97331240e-01 7.97323883e-01 7.97380000e-01 7.97540000e-01 9.96880000e-01 5.05850000e+01
1.25933678e+00 1.06046133e+00 1.06043015e+00 1.06050000e+00 1.06070000e+00 1.25840000e+00 5.29420000e+01
1.46754819e+00 1.26973764e+00 1.26971915e+00 1.26980000e+00 1.27000000e+00 1.46660000e+00 5.51370000e+01
1.77016354e+00 1.57390402e+00 1.57390334e+00 1.57400000e+00 1.57420000e+00 1.76920000e+00 5.88880000e+01
9.03325200e-01 7.20986470e-01 7.20982800e-01 7.21100000e-01 7.21360000e-01 9.02250000e-01 3.15390000e+01
1.06509290e+00 8.84134190e-01 8.84137140e-01 8.84280000e-01 8.84560000e-01 1.06400000e+00 3.30010000e+01
1.19780620e+00 1.01793297e+00 1.01793673e+00 1.01810000e+00 1.01840000e+00 1.19670000e+00 3.44770000e+01
1.39702390e+00 1.21847474e+00 1.21850762e+00 1.21870000e+00 1.21900000e+00 1.39590000e+00 3.71620000e+01
8.15927600e-01 6.50145860e-01 6.50146900e-01 6.50410000e-01 6.50860000e-01 8.14670000e-01 1.76440000e+01
9.07118000e-01 7.42632650e-01 7.42637930e-01 7.42950000e-01 7.43440000e-01 9.05840000e-01 1.85150000e+01
9.86373200e-01 8.22829630e-01 8.22839320e-01 8.23190000e-01 8.23710000e-01 9.85080000e-01 1.95100000e+01
1.11171360e+00 9.49467050e-01 9.49474770e-01 9.49880000e-01 9.50450000e-01 1.11040000e+00 2.14660000e+01
7.68694500e-01 6.11754420e-01 6.11754230e-01 6.12090000e-01 6.12660000e-01 7.67320000e-01 1.28970000e+01
8.38346700e-01 6.82635800e-01 6.82641140e-01 6.83040000e-01 6.83660000e-01 8.36950000e-01 1.36350000e+01
9.01153200e-01 7.46342900e-01 7.46341450e-01 7.46790000e-01 7.47460000e-01 8.99740000e-01 1.45160000e+01
1.00343530e+00 8.49842500e-01 8.49851290e-01 8.50370000e-01 8.51090000e-01 1.00200000e+00 1.62820000e+01
7.36295200e-01 5.85380800e-01 5.85375180e-01 5.85810000e-01 5.86510000e-01 7.34830000e-01 1.00260000e+01
7.93208600e-01 6.43466100e-01 6.43476950e-01 6.43990000e-01 6.44740000e-01 7.91720000e-01 1.06930000e+01
8.46216100e-01 6.97343100e-01 6.97355490e-01 6.97930000e-01 6.98730000e-01 8.44710000e-01 1.15090000e+01
9.34679400e-01 7.86954700e-01 7.86968910e-01 7.87630000e-01 7.88500000e-01 9.33150000e-01 1.31630000e+01
7.11800100e-01 5.65395800e-01 5.65390480e-01 5.65930000e-01 5.66750000e-01 7.10260000e-01 8.07140000e+00
7.60194400e-01 6.14946400e-01 6.14947530e-01 6.15580000e-01 6.16470000e-01 7.58630000e-01 8.69320000e+00
8.06612600e-01 6.62204200e-01 6.62214650e-01 6.62920000e-01 6.63860000e-01 8.05030000e-01 9.46840000e+00
8.85676800e-01 7.42389300e-01 7.42402210e-01 7.43210000e-01 7.44230000e-01 8.84070000e-01 1.10470000e+01
6.39485900e-01 5.06221400e-01 5.06218290e-01 5.07180000e-01 5.08470000e-01 6.37690000e-01 3.73900000e+00
6.70383300e-01 5.38185000e-01 5.38187000e-01 5.39300000e-01 5.40700000e-01 6.68560000e-01 4.30060000e+00
7.02933700e-01 5.71518100e-01 5.71528900e-01 5.72760000e-01 5.74240000e-01 7.01090000e-01 5.00620000e+00
7.61650800e-01 6.31269500e-01 6.31293900e-01 6.32690000e-01 6.34280000e-01 7.59780000e-01 6.43360000e+00
5.71873500e-01 4.50625100e-01 4.50622500e-01 4.52360000e-01 4.54390000e-01 5.69780000e-01 1.13840000e+00
5.93573600e-01 4.73340100e-01 4.73348800e-01 4.75330000e-01 4.77520000e-01 5.91450000e-01 1.70410000e+00
6.18375900e-01 4.98879000e-01 4.98899800e-01 5.01070000e-01 5.03380000e-01 6.16230000e-01 2.38750000e+00
6.64895400e-01 5.46393400e-01 5.46416900e-01 5.48850000e-01 5.51340000e-01 6.62720000e-01 3.72780000e+00
5.34218600e-01 4.19550200e-01 4.19550100e-01 4.21970000e-01 4.24590000e-01 5.31930000e-01 1.94980000e-01
5.53110000e-01 4.39428100e-01 4.39442300e-01 4.42180000e-01 4.45000000e-01 5.50790000e-01 7.80000000e-01
5.75233100e-01 4.62287400e-01 4.62316600e-01 4.65300000e-01 4.68270000e-01 5.72890000e-01 1.46210000e+00
6.17123600e-01 5.05148800e-01 5.05186000e-01 5.08510000e-01 5.11700000e-01 6.14750000e-01 2.76720000e+00
5.08177500e-01 3.98039100e-01 3.98033600e-01 4.01110000e-01 4.04260000e-01 5.05740000e-01 -3.11030000e-01
5.25689500e-01 4.16524900e-01 4.16550300e-01 4.20010000e-01 4.23380000e-01 5.23220000e-01 2.90390000e-01
5.46372900e-01 4.37946400e-01 4.37974900e-01 4.41730000e-01 4.45290000e-01 5.43880000e-01 9.73100000e-01
5.85573700e-01 4.78111200e-01 4.78166100e-01 4.82330000e-01 4.86130000e-01 5.83050000e-01 2.25520000e+00
4.88388900e-01 3.81663600e-01 3.81656600e-01 3.85320000e-01 3.88930000e-01 4.85830000e-01 -6.00700000e-01
5.05231200e-01 3.99490500e-01 3.99506000e-01 4.03610000e-01 4.07480000e-01 5.02640000e-01 1.54300000e-02
5.25094800e-01 4.20074300e-01 4.20106900e-01 4.24550000e-01 4.28620000e-01 5.22480000e-01 6.99840000e-01
5.62605700e-01 4.58566400e-01 4.58618700e-01 4.63530000e-01 4.67880000e-01 5.59960000e-01 1.96570000e+00
4.28590900e-01 3.32258000e-01 3.32258300e-01 3.38660000e-01 3.44160000e-01 4.25620000e-01 -1.16070000e+00
4.44371900e-01 3.49077000e-01 3.49104800e-01 3.56180000e-01 3.62060000e-01 4.41370000e-01 -4.98610000e-01
4.62414100e-01 3.67869000e-01 3.67929600e-01 3.75520000e-01 3.81680000e-01 4.59390000e-01 1.89770000e-01
4.95712800e-01 4.02211000e-01 4.02292200e-01 4.10590000e-01 4.17160000e-01 4.92660000e-01 1.40320000e+00
3.70942300e-01 2.85110000e-01 2.85120000e-01 2.96180000e-01 3.04460000e-01 3.67510000e-01 -1.31560000e+00
3.86656700e-01 3.01966000e-01 3.02029000e-01 3.14090000e-01 3.22900000e-01 3.83200000e-01 -6.12610000e-01
4.03593500e-01 3.19768000e-01 3.19857000e-01 3.32680000e-01 3.41910000e-01 4.00120000e-01 7.38720000e-02
4.33744300e-01 3.51066000e-01 3.51219000e-01 3.65080000e-01 3.74860000e-01 4.30250000e-01 1.22740000e+00
3.38060000e-01 2.58716000e-01 2.58741000e-01 2.73830000e-01 2.84270000e-01 3.34340000e-01 -1.27250000e+00
3.53906600e-01 2.75816000e-01 2.75908000e-01 2.92240000e-01 3.03330000e-01 3.50170000e-01 -5.50980000e-01
3.70357300e-01 2.93207000e-01 2.93347000e-01 3.10620000e-01 3.22210000e-01 3.66610000e-01 1.29560000e-01
3.98899300e-01 3.23025000e-01 3.23227000e-01 3.41780000e-01 3.54060000e-01 3.95140000e-01 1.24190000e+00
3.15077900e-01 2.40648000e-01 2.40688000e-01 2.59420000e-01 2.71690000e-01 3.11150000e-01 -1.19540000e+00
3.31036400e-01 2.57971000e-01 2.58082000e-01 2.78250000e-01 2.91280000e-01 3.27100000e-01 -4.64080000e-01
3.47160700e-01 2.75102000e-01 2.75277000e-01 2.96530000e-01 3.10130000e-01 3.43220000e-01 2.09400000e-01
3.74623800e-01 3.03932000e-01 3.04196000e-01 3.26920000e-01 3.41300000e-01 3.70680000e-01 1.28910000e+00
2.97457700e-01 2.27122000e-01 2.27170000e-01 2.49280000e-01 2.63180000e-01 2.93370000e-01 -1.11230000e+00
3.13508000e-01 2.44613000e-01 2.44761000e-01 2.68470000e-01 2.83200000e-01 3.09420000e-01 -3.75980000e-01
3.29375900e-01 2.61549000e-01 2.61777000e-01 2.86690000e-01 3.02050000e-01 3.25290000e-01 2.90090000e-01
3.56020000e-01 2.89647000e-01 2.89978000e-01 3.16520000e-01 3.32750000e-01 3.51940000e-01 1.34210000e+00
2.44227700e-01 1.88701000e-01 1.88876000e-01 2.25230000e-01 2.45490000e-01 2.39690000e-01 -7.38180000e-01
2.60427800e-01 2.06655000e-01 2.06991000e-01 2.45490000e-01 2.66920000e-01 2.55930000e-01 -3.09020000e-03
2.75445000e-01 2.22999000e-01 2.23456000e-01 2.63560000e-01 2.85880000e-01 2.70980000e-01 6.27110000e-01
2.99546900e-01 2.48861000e-01 2.49491000e-01 2.91750000e-01 3.15280000e-01 2.95130000e-01 1.57820000e+00
