PdfType: central
Format: lhagrid1
XMin: 1e-06
XMax: 1
QMin: 1
QMax: 31622.8
MZ: 91.1876
MUp: 0
MDown: 0
MStrange: 0
MCharm: 1.55
MBottom: 4.75
MTop: 1e+10
AlphaS_MZ: 0.112931
AlphaS_OrderQCD: 1
AlphaS_Type: ipol
AlphaS_Qs: [1.000000e+00, 1.118034e+00, 1.224745e+00, 1.550000e+00, 1.550000e+00, 1.581139e+00, 1.788854e+00, 2.000000e+00, 2.236068e+00, 2.529822e+00, 2.828427e+00, 3.162278e+00, 3.464102e+00, 4.750000e+00, 4.750000e+00, 5.099020e+00, 6.324555e+00, 8.000000e+00, 1.000000e+01, 1.264911e+01, 1.549193e+01, 2.000000e+01, 2.529822e+01, 3.162278e+01, 4.242641e+01, 5.656854e+01, 7.483315e+01, 1.000000e+02, 1.341641e+02, 1.788854e+02, 2.366432e+02, 3.162278e+02, 4.242641e+02, 5.656854e+02, 7.483315e+02, 1.000000e+03, 1.341641e+03, 1.788854e+03, 2.366432e+03, 3.162278e+03, 4.242641e+03, 5.656854e+03, 7.483315e+03, 1.000000e+04, 1.341641e+04, 1.788854e+04, 2.366432e+04, 3.162278e+04]
AlphaS_Vals: [4.552800e-01, 4.174193e-01, 3.912203e-01, 3.375239e-01, 3.375239e-01, 3.340598e-01, 3.141521e-01, 2.982095e-01, 2.838952e-01, 2.696631e-01, 2.580352e-01, 2.474180e-01, 2.394021e-01, 2.154079e-01, 2.154079e-01, 2.106943e-01, 1.976108e-01, 1.851388e-01, 1.747215e-01, 1.649890e-01, 1.574522e-01, 1.489135e-01, 1.418602e-01, 1.357722e-01, 1.285297e-01, 1.221704e-01, 1.165759e-01, 1.113081e-01, 1.064435e-01, 1.020856e-01, 9.818344e-02, 9.444950e-02, 9.094909e-02, 8.776996e-02, 8.488802e-02, 8.209871e-02, 7.945541e-02, 7.703060e-02, 7.481241e-02, 7.264718e-02, 7.057848e-02, 6.866628e-02, 6.690476e-02, 6.517391e-02, 6.350965e-02, 6.196204e-02, 6.052846e-02, 5.911239e-02]
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.550000e+00
-4 -3 -2 -1 1 2 3 4 21
0.00000000e+00 6.27824780e-01 8.35483140e-01 8.35486184e-01 8.35520000e-01 8.35760000e-01 6.27300000e-01 0.00000000e+00 5.56560000e+01
0.00000000e+00 9.21923550e-01 1.12788795e+00 1.12795479e+00 1.12800000e+00 1.12820000e+00 9.21390000e-01 0.00000000e+00 5.81950000e+01
0.00000000e+00 1.15404011e+00 1.35876021e+00 1.35874559e+00 1.35880000e+00 1.35910000e+00 1.15350000e+00 0.00000000e+00 6.05360000e+01
0.00000000e+00 1.74355506e+00 1.94549220e+00 1.94552234e+00 1.94559998e+00 1.94589998e+00 1.74299998e+00 0.00000000e+00 6.80219998e+01
0.00000000e+00 5.72032290e-01 7.60739620e-01 7.60742679e-01 7.60820000e-01 7.61220000e-01 5.71420000e-01 0.00000000e+00 3.48500000e+01
0.00000000e+00 7.55382470e-01 9.42519390e-01 9.42520798e-01 9.42620000e-01 9.43060000e-01 7.54760000e-01 0.00000000e+00 3.64100000e+01
0.00000000e+00 9.04020080e-01 1.09001213e+00 1.08998330e+00 1.09010000e+00 1.09060000e+00 9.03390000e-01 0.00000000e+00 3.79650000e+01
0.00000000e+00 1.29714741e+00 1.48049692e+00 1.48053958e+00 1.48069999e+00 1.48119999e+00 1.29649999e+00 0.00000000e+00 4.33799998e+01
0.00000000e+00 5.19976170e-01 6.90873290e-01 6.90871660e-01 6.91060000e-01 6.91760000e-01 5.19260000e-01 0.00000000e+00 1.96690000e+01
0.00000000e+00 6.24887900e-01 7.94308350e-01 7.94308630e-01 7.94540000e-01 7.95300000e-01 6.24160000e-01 0.00000000e+00 2.05810000e+01
0.00000000e+00 7.14236640e-01 8.82576500e-01 8.82584580e-01 8.82850000e-01 8.83650000e-01 7.13500000e-01 0.00000000e+00 2.16100000e+01
0.00000000e+00 9.66696513e-01 1.13262839e+00 1.13265068e+00 1.13299999e+00 1.13389999e+00 9.65939993e-01 0.00000000e+00 2.55909999e+01
0.00000000e+00 4.91602720e-01 6.52729200e-01 6.52730200e-01 6.52970000e-01 6.53850000e-01 4.90820000e-01 0.00000000e+00 1.44830000e+01
0.00000000e+00 5.72395470e-01 7.32096200e-01 7.32104630e-01 7.32400000e-01 7.33350000e-01 5.71600000e-01 0.00000000e+00 1.52480000e+01
0.00000000e+00 6.43404970e-01 8.02052500e-01 8.02060690e-01 8.02400000e-01 8.03410000e-01 6.42600000e-01 0.00000000e+00 1.61520000e+01
0.00000000e+00 8.51386524e-01 1.00769189e+00 1.00775252e+00 1.00819999e+00 1.00929999e+00 8.50559994e-01 0.00000000e+00 1.97439999e+01
0.00000000e+00 4.72044380e-01 6.26414900e-01 6.26413940e-01 6.26730000e-01 6.27800000e-01 4.71210000e-01 0.00000000e+00 1.13460000e+01
0.00000000e+00 5.38527840e-01 6.91503700e-01 6.91504510e-01 6.91890000e-01 6.93050000e-01 5.37680000e-01 0.00000000e+00 1.20310000e+01
0.00000000e+00 5.98597860e-01 7.50548300e-01 7.50549770e-01 7.50990000e-01 7.52220000e-01 5.97740000e-01 0.00000000e+00 1.28640000e+01
