PdfType: error
Format: lhagrid1
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 4.39380938e-01 7.94560600e-01 7.94595200e-01 7.97760000e-01 7.99920000e-01 4.39380000e-01 0.00000000e+00 0.00000000e+00 5.83460000e+00
0.00000000e+00 0.00000000e+00 4.77301092e-01 8.30751400e-01 8.30789900e-01 8.34020000e-01 8.36250000e-01 4.77300000e-01 0.00000000e+00 0.00000000e+00 9.79200000e+00
0.00000000e+00 0.00000000e+00 5.22031223e-01 8.74163800e-01 8.74209400e-01 8.77490000e-01 8.79770000e-01 5.22030000e-01 0.00000000e+00 0.00000000e+00 1.39150000e+01
0.00000000e+00 0.00000000e+00 6.12541425e-01 9.62914400e-01 9.62959600e-01 9.66310000e-01 9.68670000e-01 6.12540000e-01 0.00000000e+00 0.00000000e+00 2.14580000e+01
0.00000000e+00 0.00000000e+00 4.13032429e-01 7.45785100e-01 7.45849700e-01 7.49770000e-01 7.52730000e-01 4.13030000e-01 0.00000000e+00 0.00000000e+00 4.84850000e+00
0.00000000e+00 0.00000000e+00 4.44332835e-01 7.75391600e-01 7.75465400e-01 7.79470000e-01 7.82520000e-01 4.44330000e-01 0.00000000e+00 0.00000000e+00 8.24090000e+00
0.00000000e+00 0.00000000e+00 4.81713174e-01 8.11499700e-01 8.11570200e-01 8.15640000e-01 8.18770000e-01 4.81710000e-01 0.00000000e+00 0.00000000e+00 1.17530000e+01
0.00000000e+00 0.00000000e+00 5.57693682e-01 8.85752800e-01 8.85829800e-01 8.89990000e-01 8.93220000e-01 5.57690000e-01 0.00000000e+00 0.00000000e+00 1.81260000e+01
0.00000000e+00 0.00000000e+00 3.87766540e-01 6.98596200e-01 6.98712600e-01 7.03630000e-01 7.07700000e-01 3.87760000e-01 0.00000000e+00 0.00000000e+00 3.98990000e+00
0.00000000e+00 0.00000000e+00 4.13297547e-01 7.22463100e-01 7.22581300e-01 7.27610000e-01 7.31810000e-01 4.13290000e-01 0.00000000e+00 0.00000000e+00 6.89150000e+00
0.00000000e+00 0.00000000e+00 4.44308373e-01 7.52205100e-01 7.52335100e-01 7.57450000e-01 7.61740000e-01 4.44300000e-01 0.00000000e+00 0.00000000e+00 9.87340000e+00
0.00000000e+00 0.00000000e+00 5.07669584e-01 8.13874400e-01 8.14005400e-01 8.19240000e-01 8.23670000e-01 5.07660000e-01 0.00000000e+00 0.00000000e+00 1.52320000e+01
0.00000000e+00 0.00000000e+00 3.73618231e-01 6.72039000e-01 6.72176100e-01 6.77730000e-01 6.82550000e-01 3.73610000e-01 0.00000000e+00 0.00000000e+00 3.55990000e+00
