PdfType: error
Format: lhagrid1
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-4 -3 -2 -1 1 2 3 4 21
0.00000000e+00 5.27461640e-01 8.75832620e-01 8.75836300e-01 8.75870000e-01 8.76110000e-01 5.26790000e-01 0.00000000e+00 5.55820000e+01
0.00000000e+00 8.18412750e-01 1.16398812e+00 1.16395497e+00 1.16400000e+00 1.16430000e+00 8.17730000e-01 0.00000000e+00 5.80970000e+01
0.00000000e+00 1.04799107e+00 1.39146091e+00 1.39144582e+00 1.39150000e+00 1.39180000e+00 1.04730000e+00 0.00000000e+00 6.04090000e+01
0.00000000e+00 1.37850225e+00 1.71932245e+00 1.71933261e+00 1.71940000e+00 1.71970000e+00 1.37780000e+00 0.00000000e+00 6.43090000e+01
0.00000000e+00 4.79903640e-01 7.96070060e-01 7.96062609e-01 7.96140000e-01 7.96550000e-01 4.79120000e-01 0.00000000e+00 3.48830000e+01
0.00000000e+00 6.61386550e-01 9.74931070e-01 9.74930832e-01 9.75030000e-01 9.75470000e-01 6.60590000e-01 0.00000000e+00 3.64170000e+01
0.00000000e+00 8.08356200e-01 1.11991476e+00 1.11998340e+00 1.12010000e+00 1.12050000e+00 8.07550000e-01 0.00000000e+00 3.79420000e+01
0.00000000e+00 1.02591916e+00 1.33494955e+00 1.33495843e+00 1.33510000e+00 1.33560000e+00 1.02510000e+00 0.00000000e+00 4.06860000e+01
0.00000000e+00 4.35656590e-01 7.21636910e-01 7.21630800e-01 7.21820000e-01 7.22520000e-01 4.34740000e-01 0.00000000e+00 1.97580000e+01
0.00000000e+00 5.39551460e-01 8.23064260e-01 8.23067920e-01 8.23300000e-01 8.24050000e-01 5.38620000e-01 0.00000000e+00 2.06420000e+01
0.00000000e+00 6.27842560e-01 9.09534100e-01 9.09543960e-01 9.09810000e-01 9.10600000e-01 6.26900000e-01 0.00000000e+00 2.16420000e+01
0.00000000e+00 7.64727430e-01 1.04402190e+00 1.04398577e+00 1.04430000e+00 1.04520000e+00 7.63770000e-01 0.00000000e+00 2.35960000e+01
0.00000000e+00 4.11601800e-01 6.81074200e-01 6.81069140e-01 6.81310000e-01 6.82190000e-01 4.10600000e-01 0.00000000e+00 1.45660000e+01
0.00000000e+00 4.91537900e-01 7.58624100e-01 7.58633740e-01 7.58930000e-01 7.59870000e-01 4.90520000e-01 0.00000000e+00 1.53030000e+01
0.00000000e+00 5.61630000e-01 8.26952600e-01 8.26959910e-01 8.27300000e-01 8.28300000e-01 5.60600000e-01 0.00000000e+00 1.61770000e+01
0.00000000e+00 6.73166100e-01 9.36180600e-01 9.36187740e-01 9.36590000e-01 9.37670000e-01 6.72120000e-01 0.00000000e+00 1.79280000e+01
0.00000000e+00 3.95057900e-01 6.53112200e-01 6.53112300e-01 6.53430000e-01 6.54490000e-01 3.93990000e-01 0.00000000e+00 1.14230000e+01
0.00000000e+00 4.60785000e-01 7.16504700e-01 7.16513070e-01 7.16900000e-01 7.18040000e-01 4.59700000e-01 0.00000000e+00 1.20790000e+01
0.00000000e+00 5.20007700e-01 7.74021900e-01 7.74028430e-01 7.74470000e-01 7.75680000e-01 5.18910000e-01 0.00000000e+00 1.28830000e+01
0.00000000e+00 6.16324700e-01 8.68060400e-01 8.68071150e-01 8.68590000e-01 8.69890000e-01 6.15210000e-01 0.00000000e+00 1.45140000e+01
0.00000000e+00 3.82512400e-01 6.31882300e-01 6.31879110e-01 6.32280000e-01 6.33520000e-01 3.81390000e-01 0.00000000e+00 9.27880000e+00
0.00000000e+00 4.38710200e-01 6.85798800e-01 6.85806250e-01 6.86290000e-01 6.87620000e-01 4.37570000e-01 0.00000000e+00 9.88510000e+00
0.00000000e+00 4.90623400e-01 7.36016000e-01 7.36031020e-01 7.36580000e-01 7.37980000e-01 4.89470000e-01 0.00000000e+00 1.06440000e+01
0.00000000e+00 5.76611100e-01 8.19766800e-01 8.19778970e-01 8.20420000e-01 8.21930000e-01 5.75440000e-01 0.00000000e+00 1.21950000e+01
0.00000000e+00 3.45308900e-01 5.68723800e-01 5.68722510e-01 5.69460000e-01 5.71390000e-01 3.44000000e-01 0.00000000e+00 4.50810000e+00
0.00000000e+00 3.81738900e-01 6.02969200e-01 6.02975370e-01 6.03850000e-01 6.05920000e-01 3.80410000e-01 0.00000000e+00 5.04500000e+00
0.00000000e+00 4.18163800e-01 6.37788600e-01 6.37798020e-01 6.38780000e-01 6.40960000e-01 4.16820000e-01 0.00000000e+00 5.72870000e+00
0.00000000e+00 4.81723600e-01 6.99211900e-01 6.99237300e-01 7.00370000e-01 7.02690000e-01 4.80360000e-01 0.00000000e+00 7.12190000e+00
0.00000000e+00 3.10265800e-01 5.08929600e-01 5.08929700e-01 5.10310000e-01 5.13300000e-01 3.08740000e-01 0.00000000e+00 1.61920000e+00
0.00000000e+00 3.36077900e-01 5.32652400e-01 5.32664800e-01 5.34270000e-01 5.37460000e-01 3.34530000e-01 0.00000000e+00 2.15820000e+00
0.00000000e+00 3.63754100e-01 5.58785000e-01 5.58799800e-01 5.60580000e-01 5.63930000e-01 3.62190000e-01 0.00000000e+00 2.81910000e+00
0.00000000e+00 4.13875700e-01 6.06857600e-01 6.06895700e-01 6.08920000e-01 6.12470000e-01 4.12290000e-01 0.00000000e+00 4.12580000e+00
0.00000000e+00 2.90638100e-01 4.75276100e-01 4.75282200e-01 4.77240000e-01 4.81060000e-01 2.88970000e-01 0.00000000e+00 5.58520000e-01
0.00000000e+00 3.13091100e-01 4.95689900e-01 4.95705900e-01 4.97960000e-01 5.02030000e-01 3.11400000e-01 0.00000000e+00 1.11760000e+00
0.00000000e+00 3.37718000e-01 5.18811600e-01 5.18836300e-01 5.21320000e-01 5.25580000e-01 3.36010000e-01 0.00000000e+00 1.77830000e+00
