 # mh   scale_ggh   scale_bbh   d(singleH)   Chisq_mu   Chisq    ndf    rate(singleH)    rate(singleH->bb)
 #---------------------------------------------------------------------------------------------------------#
   126.00000000000000        0.0000000000000000        1.6000000000000001       0.20000000000000001        192.41367501872779        215.92113055815662               89   2.7427442769678803E-002   3.9241909694289916E-002
   126.00000000000000        0.0000000000000000        1.7000000000000002       0.20000000000000001        195.97682351000057        219.48427904942940               89   3.0963011564207710E-002   4.5328522531948579E-002
   126.00000000000000        0.0000000000000000        1.8000000000000000       0.20000000000000001        199.24127143344566        222.74872697287421               89   3.4712857255374728E-002   5.1826040007827645E-002
   126.00000000000000        0.0000000000000000        1.9000000000000001       0.20000000000000001        202.22069732385765        225.72815286328620               89   3.8676979843179873E-002   5.8730242756183590E-002
   126.00000000000000        0.0000000000000000        2.0000000000000000       0.20000000000000001        204.95954722081186        228.46700276024058               89   4.2855379327623122E-002   6.6037597986777358E-002
   126.00000000000000        5.0000000000000003E-002   0.0000000000000000       0.14699999999999999        185.02645234806818        208.53390788749675               89   2.4732639986733483E-003   0.0000000000000000     
   126.00000000000000        5.0000000000000003E-002  0.10000000000000001       0.14920056284922859        182.17506286975674        205.68251840918529               89   2.5804024469924061E-003   7.1439530491065306E-005
   126.00000000000000        5.0000000000000003E-002  0.20000000000000001       0.15482728367944162        176.65092884709270        200.15838438652133               89   2.9018177919495798E-003   3.0706627445108750E-004
   126.00000000000000        5.0000000000000003E-002  0.30000000000000004       0.16186687728893392        169.37735589777543        192.88481143720389               89   3.4375100335448687E-003   7.6198730217183432E-004
   126.00000000000000        5.0000000000000003E-002  0.40000000000000002       0.16869644324128757        162.48532704360943        185.99278258303792               89   4.1874791717782731E-003   1.5048652570586278E-003
   126.00000000000000        5.0000000000000003E-002  0.50000000000000000       0.17455551554642570        157.71605972955709        181.22351526898575               89   5.1517252066497939E-003   2.5985696621682736E-003
   126.00000000000000        5.0000000000000003E-002  0.60000000000000009       0.17929259816222609        155.27198914895914        178.77944468838768               89   6.3302481381594302E-003   4.0895766190525993E-003
   126.00000000000000        5.0000000000000003E-002  0.70000000000000007       0.18302703900046272        155.29700231698865        178.80445785641678               89   7.7230479663071821E-003   6.0062638027367204E-003
   126.00000000000000        5.0000000000000003E-002  0.80000000000000004       0.18595056376311614        157.33042634394462        180.83788188337283               89   9.3301246910930495E-003   8.3622666638539407E-003
   126.00000000000000        5.0000000000000003E-002  0.90000000000000002       0.18824523634839044        160.78986891197709        184.29732445140567               89   1.1151478312517031E-002   1.1161223057695697E-002
   126.00000000000000        5.0000000000000003E-002   1.0000000000000000       0.19005976263533036        165.12786402320461        188.63531956263316               89   1.3187108830579129E-002   1.4400914607711372E-002
   126.00000000000000        5.0000000000000003E-002   1.1000000000000001       0.19150852795340079        169.82394962643940        193.33140516586778               89   1.5437016245279345E-002   1.8076205353637947E-002
   126.00000000000000        5.0000000000000003E-002   1.2000000000000002       0.19267741895214793        174.63834088706034        198.14579642648908               89   1.7901200556617675E-002   2.2180872638159852E-002
   126.00000000000000        5.0000000000000003E-002   1.3000000000000000       0.19363045936181486        179.56314628226735        203.07060182169610               89   2.0579661764594120E-002   2.6708633197967197E-002
   126.00000000000000        5.0000000000000003E-002   1.4000000000000001       0.19441544142652226        184.01560676446877        207.52306230389735               89   2.3472399869208682E-002   3.1653654297028266E-002
   126.00000000000000        5.0000000000000003E-002   1.5000000000000000       0.19506825140551290        188.20982578788838        211.71728132731741               89   2.6579414870461355E-002   3.7010762876735367E-002
   126.00000000000000        5.0000000000000003E-002   1.6000000000000001       0.19561605707365989        192.10896182559111        215.61641736501934               89   2.9900706768352152E-002   4.2775490639415624E-002
   126.00000000000000        5.0000000000000003E-002   1.7000000000000002       0.19607961742978317        195.69795844324372        219.20541398267224               89   3.3436275562881056E-002   4.8944037663728165E-002
   126.00000000000000        5.0000000000000003E-002   1.8000000000000000       0.19647494851549172        198.98540310820658        222.49285864763513               89   3.7186121254048077E-002   5.5513201175563430E-002
   126.00000000000000        5.0000000000000003E-002   1.9000000000000001       0.19681452697015700        201.98537011254629        225.49282565197484               89   4.1150243841853222E-002   6.2480294334531235E-002
   126.00000000000000        5.0000000000000003E-002   2.0000000000000000       0.19710816423544619        204.74259560440339        228.25005114383157               89   4.5328643326296471E-002   6.9843067371448631E-002
   126.00000000000000       0.10000000000000001        0.0000000000000000       0.14699999999999999        181.76907210676509        205.27652764619370               89   9.8930559946933932E-003   0.0000000000000000     
   126.00000000000000       0.10000000000000001       0.10000000000000001       0.14756782273517469        178.96422074810943        202.47167628753809               89   1.0000194443012452E-002   2.7637469701464378E-004
   126.00000000000000       0.10000000000000001       0.20000000000000001       0.14920056284922859        173.53618556781393        197.04364110724291               89   1.0321609787969624E-002   1.0903901552769373E-003
   126.00000000000000       0.10000000000000001       0.30000000000000004       0.15170697413676337        166.41127819252537        189.91873373195389               89   1.0857302029564914E-002   2.4029698782468620E-003
   126.00000000000000       0.10000000000000001       0.40000000000000002       0.15482728367944162        159.70167720990008        183.20913274932872               89   1.1607271167798319E-002   4.1654060452238802E-003
   126.00000000000000       0.10000000000000001       0.50000000000000000       0.15829206934486820        155.12903603650898        178.63649157593750               89   1.2571517202669838E-002   6.3330718498242223E-003
   126.00000000000000       0.10000000000000001       0.60000000000000009       0.16186687728893392        152.89224235328646        176.39969789271504               89   1.3750040134179475E-002   8.8729483253853787E-003
   126.00000000000000       0.10000000000000001       0.70000000000000007       0.16537426473348479        153.12180740672031        176.62926294614908               89   1.5142839962327227E-002   1.1764849985043953E-002
   126.00000000000000       0.10000000000000001       0.80000000000000004       0.16869644324128757        155.35032541942979        178.85778095885829               89   1.6749916687113092E-002   1.4999056953514186E-002
   126.00000000000000       0.10000000000000001       0.90000000000000002       0.17176649959816059        158.99551557407909        182.50297111350741               89   1.8571270308537075E-002   1.8572954884432141E-002
   126.00000000000000       0.10000000000000001        1.0000000000000000       0.17455551554642570        163.49954206166873        187.00699760109728               89   2.0606900826599175E-002   2.2488097155460404E-002
   126.00000000000000       0.10000000000000001        1.1000000000000001       0.17706014058553690        168.34914419239757        191.85659973182607               89   2.2856808241299389E-002   2.6748117542460984E-002
   126.00000000000000       0.10000000000000001        1.2000000000000002       0.17929259816222609        173.30176410322576        196.80921964265420               89   2.5320992552637721E-002   3.1357428148310017E-002
   126.00000000000000       0.10000000000000001        1.3000000000000000       0.18127349296876968        178.35080561097516        201.85826115040354               89   2.7999453760614162E-002   3.6320488690100426E-002
   126.00000000000000       0.10000000000000001        1.4000000000000001       0.18302703900046272        182.91351982025478        206.42097535968318               89   3.0892191865228728E-002   4.1641441829904827E-002
   126.00000000000000       0.10000000000000001        1.5000000000000000       0.18457811178425843        187.20598715463501        210.71344269406370               89   3.3999206866481398E-002   4.7323963416899976E-002
   126.00000000000000       0.10000000000000001        1.6000000000000001       0.18595056376311614        191.19258150114300        214.70003704057135               89   3.7320498764372198E-002   5.3371229644948406E-002
   126.00000000000000       0.10000000000000001        1.7000000000000002       0.18716636232885522        194.85946337310017        218.36691891252909               89   4.0856067558901102E-002   5.9785942369249050E-002
   126.00000000000000       0.10000000000000001        1.8000000000000000       0.18824523634839044        198.21619262603932        221.72364816546786               89   4.4605913250068123E-002   6.6570379379040256E-002
   126.00000000000000       0.10000000000000001        1.9000000000000001       0.18920462053046513        201.27801753441790        224.78547307384639               89   4.8570035837873268E-002   7.3726451899442602E-002
   126.00000000000000       0.10000000000000001        2.0000000000000000       0.19005976263533036        204.09056781018006        227.59802334960858               89   5.2748435322316517E-002   8.1255760511048145E-002
   126.00000000000000       0.15000000000000002        0.0000000000000000       0.14699999999999999        176.35064286753646        199.85809840696527               89   2.2259375988060139E-002   0.0000000000000000     
   126.00000000000000       0.15000000000000002       0.10000000000000001       0.14725387673958146        173.62269396210544        197.13014950153425               89   2.2366514436379197E-002   6.1634269094304548E-004
   126.00000000000000       0.15000000000000002       0.20000000000000001       0.14800112047518432        168.34898592996680        191.85644146939524               89   2.2687929781336370E-002   2.3901192193056648E-003
   126.00000000000000       0.15000000000000002       0.30000000000000004       0.14920056284922859        161.46451278265639        184.97196832208485               89   2.3223622022931659E-002   5.1266041433116766E-003
   126.00000000000000       0.15000000000000002       0.40000000000000002       0.15078972860443765        155.05188808627673        178.55934362570537               89   2.3973591161165063E-002   8.5828729455499769E-003
   126.00000000000000       0.15000000000000002       0.50000000000000000       0.15269249221200759        150.80126150662335        174.30871704605190               89   2.4937837196036584E-002   1.2536091632465668E-002
   126.00000000000000       0.15000000000000002       0.60000000000000009       0.15482728367944160        148.90676919922123        172.41422473864955               89   2.6116360127546222E-002   1.6821129936327551E-002
   126.00000000000000       0.15000000000000002       0.70000000000000007       0.15711439646767555        149.47611789221580        172.98357343164426               89   2.7509159955693974E-002   2.1336819398671492E-002
   126.00000000000000       0.15000000000000002       0.80000000000000004       0.15948147625279760        152.03013794455111        175.53759348397969               89   2.9116236680479839E-002   2.6034257706391135E-002
   126.00000000000000       0.15000000000000002       0.90000000000000002       0.16186687728893390        155.98154362128096        179.48899916070954               89   3.0937590301903822E-002   3.0900099797828706E-002
   126.00000000000000       0.15000000000000002        1.0000000000000000       0.16422105884624932        160.76880834931717        184.27626388874577               89   3.2973220819965919E-002   3.5941905568071017E-002
   126.00000000000000       0.15000000000000002        1.1000000000000001       0.16650646928610685        165.87842176650548        189.38587730593397               89   3.5223128234666133E-002   4.1177705779318508E-002
   126.00000000000000       0.15000000000000002        1.2000000000000002       0.16869644324128755        171.06119798493754        194.56865352436591               89   3.7687312546004464E-002   4.6629479417407471E-002
   126.00000000000000       0.15000000000000002        1.3000000000000000       0.17077358322034294        176.31911157307286        199.82656711250138               89   4.0365773753980913E-002   5.2319484567590446E-002
   126.00000000000000       0.15000000000000002        1.4000000000000001       0.17272798169239906        181.06716601855769        204.57462155798629               89   4.3258511858595472E-002   5.8268421347987327E-002
   126.00000000000000       0.15000000000000002        1.5000000000000000       0.17455551554642573        185.52476267341302        209.03221821284163               89   4.6365526859848141E-002   6.4494672702811770E-002
   126.00000000000000       0.15000000000000002        1.6000000000000001       0.17625634007442997        189.65830795180659        213.16576349123497               89   4.9686818757738942E-002   7.1014132925455442E-002
   126.00000000000000       0.15000000000000002        1.7000000000000002       0.17783363389685214        193.45601203887736        216.96346757830582               89   5.3222387552267852E-002   7.7840329462476557E-002
   126.00000000000000       0.15000000000000002        1.8000000000000000       0.17929259816222609        196.92903710818823        220.43649264761646               89   5.6972233243434867E-002   8.4984671280622259E-002
   126.00000000000000       0.15000000000000002        1.9000000000000001       0.18063968691146493        200.09474536365116        223.60220090307956               89   6.0936355831240012E-002   9.2456734587227529E-002
   126.00000000000000       0.15000000000000002        2.0000000000000000       0.18188203393151603        203.00011430025674        226.50756983968529               89   6.5114755315683254E-002  0.10026454142542028     
   126.00000000000000       0.20000000000000001        0.0000000000000000       0.14699999999999999        168.91438600853053        192.42184154795933               89   3.9572223978773573E-002   0.0000000000000000     
   126.00000000000000       0.20000000000000001       0.10000000000000001       0.14714310556958529        166.28762962880108        189.79508516822943               89   3.9679362427092628E-002   1.0889866351425394E-003
   126.00000000000000       0.20000000000000001       0.20000000000000001       0.14756782273517469        161.20582287086279        184.71327841029176               89   4.0000777772049807E-002   4.1976387994962340E-003
   126.00000000000000       0.20000000000000001       0.30000000000000004       0.14826071756694623        154.62565371510382        178.13310925453217               89   4.0536470013645090E-002   8.9160694155240271E-003
   126.00000000000000       0.20000000000000001       0.40000000000000002       0.14920056284922859        148.59553421848233        172.10298975791076               89   4.1286439151878497E-002   1.4732363176112115E-002
   126.00000000000000       0.20000000000000001       0.50000000000000000       0.15035990868302582        144.76661643981194        168.27407197924074               89   4.2250685186750014E-002   2.1176185372814772E-002
   126.00000000000000       0.20000000000000001       0.60000000000000009       0.15170697413676337        143.32994609732924        166.83740163675765               89   4.3429208118259656E-002   2.7898250815144653E-002
   126.00000000000000       0.20000000000000001       0.70000000000000007       0.15320763243398813        144.36089763027778        167.86835316970652               89   4.4822007946407408E-002   3.4683930504120511E-002
   126.00000000000000       0.20000000000000001       0.80000000000000004       0.15482728367944162        147.36251422226846        170.86996976169706               89   4.6429084671193277E-002   4.1428936622362106E-002
   126.00000000000000       0.20000000000000001       0.90000000000000002       0.15653245970211405        151.73892371087743        175.24637925030601               89   4.8250438292617256E-002   4.8104256428740513E-002
   126.00000000000000       0.20000000000000001        1.0000000000000000       0.15829206934486820        156.92193966566202        180.42939520509051               89   5.0286068810679353E-002   5.4725275899114099E-002
   126.00000000000000       0.20000000000000001        1.1000000000000001       0.16007825453023938        162.39326138782334        185.90071692725206               89   5.2535976225379567E-002   6.1329723448167291E-002
   126.00000000000000       0.20000000000000001        1.2000000000000002       0.16186687728893392        167.90320099297850        191.41065653240710               89   5.5000160536717899E-002   6.7963841384521453E-002
   126.00000000000000       0.20000000000000001        1.3000000000000000       0.16363769092544370        173.45570107741148        196.96315661684002               89   5.7678621744694347E-002   7.4674581759814299E-002
   126.00000000000000       0.20000000000000001        1.4000000000000001       0.16537426473348479        178.46539771927308        201.97285325870160               89   6.0571359849308906E-002   8.1505681616715633E-002
   126.00000000000000       0.20000000000000001        1.5000000000000000       0.16706373434000249        183.15624985095786        206.66370539038647               89   6.3678374850561575E-002   8.8496027122219142E-002
   126.00000000000000       0.20000000000000001        1.6000000000000001       0.16869644324128757        187.49742422431174        211.00487976374012               89   6.6999666748452369E-002   9.5679269735386041E-002
   126.00000000000000       0.20000000000000001        1.7000000000000002       0.17026552963593672        191.47997667181090        214.98743221123959               89   7.0535235542981287E-002  0.10308406982237979     
   126.00000000000000       0.20000000000000001        1.8000000000000000       0.17176649959816059        195.11755113223538        218.62500667166435               89   7.4285081234148301E-002  0.11073461312106722     
   126.00000000000000       0.20000000000000001        1.9000000000000001       0.17319681519511418        198.42979482771065        221.93725036713937               89   7.8249203821953439E-002  0.11865120972784807     
   126.00000000000000       0.20000000000000001        2.0000000000000000       0.17455551554642570        201.46621909077552        224.97367463020387               89   8.2427603306396702E-002  0.12685088031668132     
   126.00000000000000       0.25000000000000000        0.0000000000000000       0.14699999999999999        159.87515274185230        183.38260828128074               89   6.1831599966833697E-002   0.0000000000000000     
   126.00000000000000       0.25000000000000000       0.10000000000000001       0.14709167667773357        157.35774661715820        180.86520215658680               89   6.1938738415152753E-002   1.6910640331916451E-003
   126.00000000000000       0.25000000000000000       0.20000000000000001       0.14736481360343492        152.45937646413057        175.96683200355884               89   6.2260153760109932E-002   6.5010880179215674E-003
   126.00000000000000       0.25000000000000000       0.30000000000000004       0.14781382835174800        146.18289615984426        169.69035169927241               89   6.2795846001705222E-002   1.3748180004861102E-002
   126.00000000000000       0.25000000000000000       0.40000000000000002       0.14842973072222751        140.55107611868996        164.05853165811834               89   6.3545815139938622E-002   2.2579503794130724E-002
   126.00000000000000       0.25000000000000000       0.50000000000000000       0.14920056284922859        137.17918821557231        160.68664375500063               89   6.4510061174810146E-002   3.2209889437659803E-002
   126.00000000000000       0.25000000000000000       0.60000000000000009       0.15011195867857191        136.26299181273808        159.77044735216668               89   6.5688584106319781E-002   4.2054658302514161E-002
   126.00000000000000       0.25000000000000000       0.70000000000000007       0.15114777593969150        137.83758595074295        161.34504149017147               89   6.7081383934467526E-002   5.1753179569027509E-002
   126.00000000000000       0.25000000000000000       0.80000000000000004       0.15229075208863757        141.38097205743156        164.88842759686045               89   6.8688460659253395E-002   6.1129068971123912E-002
   126.00000000000000       0.25000000000000000       0.90000000000000002       0.15352313955618740        146.28270992284030        169.79016546226919               89   7.0509814280677374E-002   7.0132081365509830E-002
   126.00000000000000       0.25000000000000000        1.0000000000000000       0.15482728367944162        151.96246700825455        175.46992254768304               89   7.2545444798739478E-002   7.8786675855619270E-002
   126.00000000000000       0.25000000000000000        1.1000000000000001       0.15618611716820902        157.89267784281563        181.40013338224446               89   7.4795352213439692E-002   8.7155126512764899E-002
   126.00000000000000       0.25000000000000000        1.2000000000000002       0.15758355608059865        163.82079414771704        187.32824968714598               89   7.7259536524778030E-002   9.5314307264015144E-002
   126.00000000000000       0.25000000000000000        1.3000000000000000       0.15900479257439032        169.75187782234391        193.25933336177243               89   7.9937997732754465E-002  0.10334253626967789     
   126.00000000000000       0.25000000000000000        1.4000000000000001       0.16043648815728936        175.09892468877555        198.60638022820410               89   8.2830735837369024E-002  0.11131292281188881     
   126.00000000000000       0.25000000000000000        1.5000000000000000       0.16186687728893390        180.09125757821170        203.59871311764024               89   8.5937750838621707E-002  0.11929056468249069     
   126.00000000000000       0.25000000000000000        1.6000000000000001       0.16328579494274972        184.70121406766802        208.20866960709708               89   8.9259042736512501E-002  0.12733186030666144     
   126.00000000000000       0.25000000000000000        1.7000000000000002       0.16468464338421260        188.92330581166217        212.43076135109038               89   9.2794611531041404E-002  0.13548488636570208     
   126.00000000000000       0.25000000000000000        1.8000000000000000       0.16605631340699747        192.77422821001471        216.28168374944346               89   9.6544457222208419E-002  0.14379024318606140     
   126.00000000000000       0.25000000000000000        1.9000000000000001       0.16739507408783727        196.27663020912777        219.78408574855612               89  0.10050857981001357       0.15228204581435120     
   126.00000000000000       0.25000000000000000        2.0000000000000000       0.16869644324128755        199.48169428928261        222.98914982871108               89  0.10468697929445682       0.16098889867871319     
   126.00000000000000       0.30000000000000004        0.0000000000000000       0.14699999999999999        149.99796513448618        173.50542067391467               89   8.9037503952240554E-002   0.0000000000000000     
   126.00000000000000       0.30000000000000004       0.10000000000000001       0.14706369802612920        147.57330745432012        171.08076299374864               89   8.9144642400559609E-002   2.4185016999776999E-003
   126.00000000000000       0.30000000000000004       0.20000000000000001       0.14725387673958146        142.78583271002395        166.29328824945244               89   8.9466057745516789E-002   9.2855520855163447E-003
   126.00000000000000       0.30000000000000004       0.30000000000000004       0.14756782273517466        136.71124390817457        160.21869944760286               89   9.0001749987112079E-002   1.9593736000422048E-002
   126.00000000000000       0.30000000000000004       0.40000000000000002       0.14800112047518432        131.37822806860319        154.88568360803177               89   9.0751719125345479E-002   3.2080927246034813E-002
   126.00000000000000       0.30000000000000004       0.50000000000000000       0.14854780515883756        128.38648516404766        151.89394070347623               89   9.1715965160217003E-002   4.5582261921535971E-002
   126.00000000000000       0.30000000000000004       0.60000000000000009       0.14920056284922859        127.95511375695494        151.46256929638349               89   9.2894488091726637E-002   5.9227469710081707E-002
   126.00000000000000       0.30000000000000004       0.70000000000000007       0.14995096567546878        130.07679655852965        153.58425209795848               89   9.4287287919874382E-002   7.2477323187762538E-002
   126.00000000000000       0.30000000000000004       0.80000000000000004       0.15078972860443765        134.19739059710574        157.70484613653429               89   9.5894364644660252E-002   8.5066008626461201E-002
   126.00000000000000       0.30000000000000004       0.90000000000000002       0.15170697413676337        139.68304247267670        163.19049801210522               89   9.7715718266084231E-002   9.6915700383665940E-002
   126.00000000000000       0.30000000000000004        1.0000000000000000       0.15269249221200759        145.93206978196793        169.43952532139684               89   9.9751348784146335E-002  0.10806045653588962     
   126.00000000000000       0.30000000000000004        1.1000000000000001       0.15373598438563041        152.39955167473491        175.90700721416314               89  0.10200125619884655       0.11859137063369632     
   126.00000000000000       0.30000000000000004        1.2000000000000002       0.15482728367944160        158.82471923869664        182.33217477812553               89  0.10446544051018489       0.12862189778259425     
   126.00000000000000       0.30000000000000004        1.3000000000000000       0.15595654410755080        165.21094038849839        188.71839592792716               89  0.10714390171816132       0.13826810759122632     
   126.00000000000000       0.30000000000000004        1.4000000000000001       0.15711439646767555        170.96647973117911        194.47393527060771               89  0.11003663982277589       0.14763863071434083     
   126.00000000000000       0.30000000000000004        1.5000000000000000       0.15829206934486822        176.32589919000847        199.83335472943710               89  0.11314365482402856       0.15683037078893095     
   126.00000000000000       0.30000000000000004        1.6000000000000001       0.15948147625279760        181.26440857805954        204.77186411748806               89  0.11646494672191936       0.16592739815040383     
   126.00000000000000       0.30000000000000004        1.7000000000000002       0.16067527135896406        185.78013148624379        209.28758702567237               89  0.12000051551644826       0.17500145699036596     
   126.00000000000000       0.30000000000000004        1.8000000000000000       0.16186687728893390        189.89306473877221        213.40052027820087               89  0.12375036120761529       0.18411318878412875     
   126.00000000000000       0.30000000000000004        1.9000000000000001       0.16305048911266895        193.62949247405456        217.13694801348339               89  0.12771448379542044       0.19331358629211726     
   126.00000000000000       0.30000000000000004        2.0000000000000000       0.16422105884624932        197.04361636621670        220.55107190564522               89  0.13189288327986368       0.20264543216339892     
   126.00000000000000       0.35000000000000003        0.0000000000000000       0.14699999999999999        140.32736678579988        163.83482232522894               89  0.12118993593499407        0.0000000000000000     
   126.00000000000000       0.35000000000000003       0.10000000000000001       0.14704681347666282        137.95103898427735        161.45849452370587               89  0.12129707438331312        3.2664633690134915E-003
   126.00000000000000       0.35000000000000003       0.20000000000000001       0.14718675902894687        133.12281507040299        156.63027060983120               89  0.12161848972827030        1.2533299440282130E-002
   126.00000000000000       0.35000000000000003       0.30000000000000004       0.14741836504509354        127.05339503410805        150.56085057353664               89  0.12215418196986559        2.6417957097948634E-002
   126.00000000000000       0.35000000000000003       0.40000000000000002       0.14773922160769534        121.78810667888976        145.29556221831848               89  0.12290415110809899        4.3184861508218729E-002
   126.00000000000000       0.35000000000000003       0.50000000000000000       0.14814604247166369        118.95876024015048        142.46621577957876               89  0.12386839714297052        6.1227557333608552E-002
   126.00000000000000       0.35000000000000003       0.60000000000000009       0.14863474765528814        118.84109258709893        142.34854812652750               89  0.12504692007448015        7.9341262221266071E-002
   126.00000000000000       0.35000000000000003       0.70000000000000007       0.14920056284922859        121.39619170006587        144.90364723949426               89  0.12643971990262790        9.6775533484392606E-002
   126.00000000000000       0.35000000000000003       0.80000000000000004       0.14983813126349180        126.03580023831852        149.54325577774722               89  0.12804679662741378       0.11315708045238065     
   126.00000000000000       0.35000000000000003       0.90000000000000002       0.15054163324689251        132.09317636162859        155.60063190105711               89  0.12986815024883774       0.12837322696581641     
   126.00000000000000       0.35000000000000003        1.0000000000000000       0.15130490902375632        138.93280626849798        162.44026180792650               89  0.13190378076689985       0.14246729694159996     
   126.00000000000000       0.35000000000000003        1.1000000000000001       0.15212158016960395        145.98008546943390        169.48754100886251               89  0.13415368818160006       0.15556278738974755     
   126.00000000000000       0.35000000000000003        1.2000000000000002       0.15298516594242320        152.95665055608552        176.46410609551407               89  0.13661787249293839       0.16781517730752571     
   126.00000000000000       0.35000000000000003        1.3000000000000000       0.15388919123782721        159.85168882645422        183.35914436588311               89  0.13929633370091485       0.17938432344919022     
   126.00000000000000       0.35000000000000003        1.4000000000000001       0.15482728367944160        166.08227316938701        189.58972870881530               89  0.14218907180552939       0.19042029825729739     
   126.00000000000000       0.35000000000000003        1.5000000000000000       0.15579325812747991        171.86722638477261        195.37468192420118               89  0.14529608680678208       0.20105726385348816     
   126.00000000000000       0.35000000000000003        1.6000000000000001       0.15678118763406282        177.18946054421500        200.69691608364349               89  0.14861737870467287       0.21141180592219050     
   126.00000000000000       0.35000000000000003        1.7000000000000002       0.15778546055055304        182.05002969360524        205.55748523303379               89  0.15215294749920177       0.22158354587814999     
   126.00000000000000       0.35000000000000003        1.8000000000000000       0.15880082407047288        186.47188171513164        209.97933725456019               89  0.15590279319036879       0.23165677726564782     
   126.00000000000000       0.35000000000000003        1.9000000000000001       0.15982241495502972        190.48504145523518        213.99249699466364               89  0.15986691577817394       0.24170244380348291     
   126.00000000000000       0.35000000000000003        2.0000000000000000       0.16084577853215673        194.14663853584179        217.65409407527034               89  0.16404531526261718       0.25178011091905478     
   126.00000000000000       0.40000000000000002        0.0000000000000000       0.14699999999999999        131.85694109207424        155.36439663150270               89  0.15828889591509429        0.0000000000000000     
   126.00000000000000       0.40000000000000002       0.10000000000000001       0.14703584898942534        129.47824751335668        152.98570305278491               89  0.15839603436341335        4.2294279243516386E-003
   126.00000000000000       0.40000000000000002       0.20000000000000001       0.14714310556958529        124.48201384376587        147.98946938319455               89  0.15871744970837051        1.6224056822357513E-002
   126.00000000000000       0.40000000000000002       0.30000000000000004       0.14732090443693882        118.14248189510147        141.64993743453022               89  0.15925314194996582        3.4180987652780458E-002
   126.00000000000000       0.40000000000000002       0.40000000000000002       0.14756782273517469        112.63105331977773        136.13850885920593               89  0.16000311108819923        5.5831820073677027E-002
   126.00000000000000       0.40000000000000002       0.50000000000000000       0.14788190827357758        109.63045572210049        133.13791126152901               89  0.16096735712307073        7.9070019009104486E-002
   126.00000000000000       0.40000000000000002       0.60000000000000009       0.14826071756694623        109.52138277811964        133.02883831754869               89  0.16214588005458036       0.10230888675433966     
   126.00000000000000       0.40000000000000002       0.70000000000000007       0.14870136233510087        112.26376150341925        135.77121704284812               89  0.16353867988272813       0.12455417421884922     
   126.00000000000000       0.40000000000000002       0.80000000000000004       0.14920056284922859        117.24689947731666        140.75435501674551               89  0.16514575660751399       0.14530628459515635     
   126.00000000000000       0.40000000000000002       0.90000000000000002       0.14975470634907112        123.76761088764769        147.27506642707627               89  0.16696711022893798       0.16440938078336387     
   126.00000000000000       0.40000000000000002        1.0000000000000000       0.15035990868302582        131.14477001169115        154.65222555111978               89  0.16900274074700006       0.18191473569001429     
